"cause","effect"
"hsa-miR-331-5p","AP2B1"
"hsa-miR-331-5p","APBB1"
"hsa-miR-331-5p","ARHGEF1"
"hsa-miR-331-5p","ARID1A"
"hsa-miR-331-5p","ATRX"
"hsa-miR-331-5p","BAX"
"hsa-miR-331-5p","CAPRIN1"
"hsa-miR-331-5p","CASK"
"hsa-miR-331-5p","CBX5"
"hsa-miR-331-5p","CCNT1"
"hsa-miR-331-5p","CD151"
"hsa-miR-331-5p","CD2BP2"
"hsa-miR-331-5p","CENPF"
"hsa-miR-331-5p","CKAP5"
"hsa-miR-331-5p","CLOCK"
"hsa-miR-331-5p","CNOT2"
"hsa-miR-331-5p","COL1A2"
"hsa-miR-331-5p","COL6A1"
"hsa-miR-331-5p","CSNK2A1"
"hsa-miR-331-5p","CTDSP1"
"hsa-miR-331-5p","CYTH2"
"hsa-miR-331-5p","DMAP1"
"hsa-miR-331-5p","DMPK"
"hsa-miR-331-5p","DTX1"
"hsa-miR-331-5p","E2F6"
"hsa-miR-331-5p","EEF1D"
"hsa-miR-331-5p","ERF"
"hsa-miR-331-5p","EXOC5"
"hsa-miR-331-5p","F10"
"hsa-miR-331-5p","FASTK"
"hsa-miR-331-5p","FRS2"
"hsa-miR-331-5p","FURIN"
"hsa-miR-331-5p","GATAD2B"
"hsa-miR-331-5p","GFER"
"hsa-miR-331-5p","GNB2"
"hsa-miR-331-5p","GNPNAT1"
"hsa-miR-331-5p","GTF3C4"
"hsa-miR-331-5p","HAP1"
"hsa-miR-331-5p","HIC1"
"hsa-miR-331-5p","HIRIP3"
"hsa-miR-331-5p","HSPD1"
"hsa-miR-331-5p","IARS"
"hsa-miR-331-5p","IL4R"
"hsa-miR-331-5p","ITGA5"
"hsa-miR-331-5p","KCMF1"
"hsa-miR-331-5p","KCNE4"
"hsa-miR-331-5p","KCNJ12"
"hsa-miR-331-5p","KPNA6"
"hsa-miR-331-5p","KPNB1"
"hsa-miR-331-5p","LARP1"
"hsa-miR-331-5p","LRP3"
"hsa-miR-331-5p","LSP1"
"hsa-miR-331-5p","LTBP3"
"hsa-miR-331-5p","LZTS2"
"hsa-miR-331-5p","MAP3K12"
"hsa-miR-331-5p","MAP7D1"
"hsa-miR-331-5p","MED1"
"hsa-miR-331-5p","MED10"
"hsa-miR-331-5p","MIDN"
"hsa-miR-331-5p","MKI67"
"hsa-miR-331-5p","MSH6"
"hsa-miR-331-5p","MTF1"
"hsa-miR-331-5p","NAP1L1"
"hsa-miR-331-5p","NARS"
"hsa-miR-331-5p","NDUFS7"
"hsa-miR-331-5p","NFIB"
"hsa-miR-331-5p","NOLC1"
"hsa-miR-331-5p","NUFIP2"
"hsa-miR-331-5p","OLFML3"
"hsa-miR-331-5p","PARD6B"
"hsa-miR-331-5p","PARP10"
"hsa-miR-331-5p","PIK3R3"
"hsa-miR-331-5p","PLEKHJ1"
"hsa-miR-331-5p","PLXNB2"
"hsa-miR-331-5p","POLR2L"
"hsa-miR-331-5p","POU2F1"
"hsa-miR-331-5p","PPP1CC"
"hsa-miR-331-5p","PPP1R12C"
"hsa-miR-331-5p","PSMD1"
"hsa-miR-331-5p","PSME3"
"hsa-miR-331-5p","PTGIR"
"hsa-miR-331-5p","RANBP2"
"hsa-miR-331-5p","RBM12"
"hsa-miR-331-5p","RDX"
"hsa-miR-331-5p","REL"
"hsa-miR-331-5p","RIC8B"
"hsa-miR-331-5p","RRBP1"
"hsa-miR-331-5p","SERPINH1"
"hsa-miR-331-5p","SFPQ"
"hsa-miR-331-5p","SIRT1"
"hsa-miR-331-5p","SMAD6"
"hsa-miR-331-5p","SMC3"
"hsa-miR-331-5p","SMG7"
"hsa-miR-331-5p","SNRNP70"
"hsa-miR-331-5p","SON"
"hsa-miR-331-5p","SP1"
"hsa-miR-331-5p","STK35"
"hsa-miR-331-5p","STRN"
"hsa-miR-331-5p","TAOK1"
"hsa-miR-331-5p","TAOK2"
"hsa-miR-331-5p","TARDBP"
"hsa-miR-331-5p","TBX2"
"hsa-miR-331-5p","THAP1"
"hsa-miR-331-5p","THRAP3"
"hsa-miR-331-5p","TNPO1"
"hsa-miR-331-5p","TOM1"
"hsa-miR-331-5p","TOMM20"
"hsa-miR-331-5p","TTC38"
"hsa-miR-331-5p","UBQLN1"
"hsa-miR-331-5p","UBQLN2"
"hsa-miR-331-5p","UBR5"
"hsa-miR-331-5p","VAPB"
"hsa-miR-331-5p","WAC"
"hsa-miR-331-5p","WDR47"
"hsa-miR-331-5p","WNK1"
"hsa-miR-331-5p","WTIP"
"hsa-miR-331-5p","XPO1"
"hsa-miR-331-5p","YWHAG"
"hsa-miR-331-5p","YY1"
"hsa-miR-331-5p","ZNF580"
"hsa-miR-331-5p","ZNF775"
"hsa-miR-335-5p","CD36"
"hsa-miR-335-5p","DLX5"
"hsa-miR-335-5p","DNMT3B"
"hsa-miR-335-5p","EMCN"
"hsa-miR-335-5p","FABP4"
"hsa-miR-335-5p","FIGF"
"hsa-miR-335-5p","IL33"
"hsa-miR-335-5p","ING4"
"hsa-miR-335-5p","MEOX2"
"hsa-miR-335-5p","NGFR"
"hsa-miR-335-5p","STAT5B"
"hsa-miR-337-5p","FHL1"
"hsa-miR-337-5p","GAS7"
"hsa-miR-337-5p","HOPX"
"hsa-miR-337-5p","PDGFRB"
"hsa-miR-337-5p","ROBO4"
"hsa-miR-337-5p","RUNX1T1"
"hsa-miR-337-5p","SNRPD1"
"hsa-miR-337-5p","TGFBR1"
"hsa-miR-338-5p","ARFGEF2"
"hsa-miR-338-5p","ARHGAP5"
"hsa-miR-338-5p","CBL"
"hsa-miR-338-5p","CDH1"
"hsa-miR-338-5p","CELSR2"
"hsa-miR-338-5p","CRK"
"hsa-miR-338-5p","FRS2"
"hsa-miR-338-5p","GTF2A1"
"hsa-miR-338-5p","HECTD1"
"hsa-miR-338-5p","HIVEP2"
"hsa-miR-338-5p","IGF1R"
"hsa-miR-338-5p","JMJD1C"
"hsa-miR-338-5p","KLF3"
"hsa-miR-338-5p","LEMD3"
"hsa-miR-338-5p","MACF1"
"hsa-miR-338-5p","MAP2K3"
"hsa-miR-338-5p","MAPK1"
"hsa-miR-338-5p","MDM2"
"hsa-miR-338-5p","MIER1"
"hsa-miR-338-5p","MYH9"
"hsa-miR-338-5p","NFAT5"
"hsa-miR-338-5p","PDLIM5"
"hsa-miR-338-5p","PHIP"
"hsa-miR-338-5p","PI4K2B"
"hsa-miR-338-5p","PPP1R12A"
"hsa-miR-338-5p","RAD54L2"
"hsa-miR-338-5p","SETD5"
"hsa-miR-338-5p","SOX6"
"hsa-miR-338-5p","SPTBN1"
"hsa-miR-338-5p","SRI"
"hsa-miR-338-5p","SSX2IP"
"hsa-miR-338-5p","TFAP2A"
"hsa-miR-338-5p","TGFBR3"
"hsa-miR-338-5p","TOB1"
"hsa-miR-338-5p","TRIM33"
"hsa-miR-338-5p","UBR4"
"hsa-miR-339-5p","CLSTN1"
"hsa-miR-339-5p","ERF"
"hsa-miR-339-5p","GEMIN6"
"hsa-miR-339-5p","PSD"
"hsa-miR-339-5p","SUCLG1"
"hsa-miR-33a-5p","ABR"
"hsa-miR-33a-5p","ADD1"
"hsa-miR-33a-5p","ADRA2A"
"hsa-miR-33a-5p","BCL11A"
"hsa-miR-33a-5p","CCT4"
"hsa-miR-33a-5p","CHN2"
"hsa-miR-33a-5p","CRY2"
"hsa-miR-33a-5p","EPHB2"
"hsa-miR-33a-5p","EPRS"
"hsa-miR-33a-5p","GLI2"
"hsa-miR-33a-5p","INSIG1"
"hsa-miR-33a-5p","KCNK15"
"hsa-miR-33a-5p","LRRC4C"
"hsa-miR-33a-5p","NDUFB9"
"hsa-miR-33a-5p","PCBP1"
"hsa-miR-33a-5p","RTN3"
"hsa-miR-33a-5p","SAP18"
"hsa-miR-33a-5p","SERBP1"
"hsa-miR-33a-5p","SKIV2L"
"hsa-miR-33a-5p","SREBF2"
"hsa-miR-33a-5p","SYT11"
"hsa-miR-33a-5p","TCP1"
"hsa-miR-33a-5p","YWHAH"
"hsa-miR-33b-5p","ADRA2A"
"hsa-miR-33b-5p","AKAP12"
"hsa-miR-33b-5p","BUB1B"
"hsa-miR-33b-5p","CACNA1C"
"hsa-miR-33b-5p","CLOCK"
"hsa-miR-33b-5p","CNOT4"
"hsa-miR-33b-5p","COL5A1"
"hsa-miR-33b-5p","ECT2"
"hsa-miR-33b-5p","EPRS"
"hsa-miR-33b-5p","EXPH5"
"hsa-miR-33b-5p","GAS1"
"hsa-miR-33b-5p","GDI2"
"hsa-miR-33b-5p","HADHB"
"hsa-miR-33b-5p","HIC1"
"hsa-miR-33b-5p","KCNK15"
"hsa-miR-33b-5p","KIF23"
"hsa-miR-33b-5p","KPNB1"
"hsa-miR-33b-5p","MTFR1"
"hsa-miR-33b-5p","NBN"
"hsa-miR-33b-5p","NDUFB9"
"hsa-miR-33b-5p","POU2F1"
"hsa-miR-33b-5p","PTCD3"
"hsa-miR-33b-5p","RTN3"
"hsa-miR-33b-5p","SALL1"
"hsa-miR-33b-5p","SREBF1"
"hsa-miR-33b-5p","STRBP"
"hsa-miR-33b-5p","SUV39H2"
"hsa-miR-33b-5p","TCP1"
"hsa-miR-33b-5p","THY1"
"hsa-miR-33b-5p","TOB1"
"hsa-miR-33b-5p","TPM1"
"hsa-miR-33b-5p","TWIST1"
"hsa-miR-33b-5p","UBAP2L"
"hsa-miR-33b-5p","UBE2V2"
"hsa-miR-33b-5p","UBQLN1"
"hsa-miR-33b-5p","WAC"
"hsa-miR-33b-5p","YWHAG"
"hsa-miR-33b-5p","ZHX1"
"hsa-miR-340-5p","BTBD10"
"hsa-miR-340-5p","EFNA2"
"hsa-miR-340-5p","HNRNPAB"
"hsa-miR-340-5p","NFE2L2"
"hsa-miR-340-5p","PRSS23"
"hsa-miR-340-5p","TAF12"
"hsa-miR-342-5p","AFF1"
"hsa-miR-342-5p","ATM"
"hsa-miR-342-5p","ATXN7"
"hsa-miR-342-5p","BATF"
"hsa-miR-342-5p","BAZ2A"
"hsa-miR-342-5p","BCL2"
"hsa-miR-342-5p","CCND2"
"hsa-miR-342-5p","CCNT2"
"hsa-miR-342-5p","CD3D"
"hsa-miR-342-5p","CNOT1"
"hsa-miR-342-5p","CUX2"
"hsa-miR-342-5p","CYLD"
"hsa-miR-342-5p","DCP2"
"hsa-miR-342-5p","DIAPH1"
"hsa-miR-342-5p","ELMO1"
"hsa-miR-342-5p","EP400"
"hsa-miR-342-5p","EPB41"
"hsa-miR-342-5p","FOXJ3"
"hsa-miR-342-5p","FPR1"
"hsa-miR-342-5p","GLRX"
"hsa-miR-342-5p","GOSR1"
"hsa-miR-342-5p","GP5"
"hsa-miR-342-5p","IKZF3"
"hsa-miR-342-5p","IRF1"
"hsa-miR-342-5p","KAT2B"
"hsa-miR-342-5p","MAX"
"hsa-miR-342-5p","MBP"
"hsa-miR-342-5p","MDM4"
"hsa-miR-342-5p","NCOA3"
"hsa-miR-342-5p","NFAM1"
"hsa-miR-342-5p","PARD6B"
"hsa-miR-342-5p","PAX5"
"hsa-miR-342-5p","PDE3B"
"hsa-miR-342-5p","PDLIM7"
"hsa-miR-342-5p","PLCG2"
"hsa-miR-342-5p","PPFIA4"
"hsa-miR-342-5p","PPP2R5E"
"hsa-miR-342-5p","PRKCSH"
"hsa-miR-342-5p","PTPRN"
"hsa-miR-342-5p","PTPRN2"
"hsa-miR-342-5p","PUM2"
"hsa-miR-342-5p","PURA"
"hsa-miR-342-5p","RNF135"
"hsa-miR-342-5p","SELPLG"
"hsa-miR-342-5p","SORL1"
"hsa-miR-342-5p","SPI1"
"hsa-miR-342-5p","SPOCK2"
"hsa-miR-342-5p","TNFSF8"
"hsa-miR-342-5p","TOX4"
"hsa-miR-342-5p","TXK"
"hsa-miR-342-5p","TXNIP"
"hsa-miR-342-5p","UCP3"
"hsa-miR-342-5p","XPO1"
"hsa-miR-342-5p","ZNF638"
"hsa-miR-342-5p","ZNF675"
"hsa-miR-345-5p","ARFRP1"
"hsa-miR-345-5p","CBX5"
"hsa-miR-345-5p","CKS2"
"hsa-miR-345-5p","DLG1"
"hsa-miR-345-5p","DMPK"
"hsa-miR-345-5p","E4F1"
"hsa-miR-345-5p","ECT2"
"hsa-miR-345-5p","EEF1D"
"hsa-miR-345-5p","EIF2S1"
"hsa-miR-345-5p","GARS"
"hsa-miR-345-5p","HIC1"
"hsa-miR-345-5p","NCKAP1"
"hsa-miR-345-5p","PAK2"
"hsa-miR-345-5p","PHIP"
"hsa-miR-345-5p","PSMA4"
"hsa-miR-345-5p","RTN3"
"hsa-miR-345-5p","SF3B3"
"hsa-miR-345-5p","SLC9A3R2"
"hsa-miR-345-5p","SNX4"
"hsa-miR-345-5p","TAOK2"
"hsa-miR-345-5p","TOP2A"
"hsa-miR-345-5p","VPS28"
"hsa-miR-345-5p","WAC"
"hsa-miR-345-5p","XRCC5"
"hsa-miR-34a-5p","ANXA3"
"hsa-miR-34a-5p","ARHGEF10L"
"hsa-miR-34a-5p","ATN1"
"hsa-miR-34a-5p","BRD2"
"hsa-miR-34a-5p","CAND2"
"hsa-miR-34a-5p","CAPZB"
"hsa-miR-34a-5p","CBX5"
"hsa-miR-34a-5p","CHD4"
"hsa-miR-34a-5p","CKAP5"
"hsa-miR-34a-5p","CSTB"
"hsa-miR-34a-5p","DHX9"
"hsa-miR-34a-5p","E2F3"
"hsa-miR-34a-5p","ELAVL1"
"hsa-miR-34a-5p","FUS"
"hsa-miR-34a-5p","GCH1"
"hsa-miR-34a-5p","GPC3"
"hsa-miR-34a-5p","HCFC1"
"hsa-miR-34a-5p","HCST"
"hsa-miR-34a-5p","HMGCL"
"hsa-miR-34a-5p","HNRNPM"
"hsa-miR-34a-5p","ILF3"
"hsa-miR-34a-5p","KHDRBS1"
"hsa-miR-34a-5p","LGALS3"
"hsa-miR-34a-5p","MAP2K7"
"hsa-miR-34a-5p","MCM2"
"hsa-miR-34a-5p","MCM3"
"hsa-miR-34a-5p","MCM6"
"hsa-miR-34a-5p","MLLT1"
"hsa-miR-34a-5p","MUC1"
"hsa-miR-34a-5p","NAP1L1"
"hsa-miR-34a-5p","NFKBIA"
"hsa-miR-34a-5p","PDZK1IP1"
"hsa-miR-34a-5p","PLCG1"
"hsa-miR-34a-5p","POLR1B"
"hsa-miR-34a-5p","PTK6"
"hsa-miR-34a-5p","RBM12"
"hsa-miR-34a-5p","RBM14"
"hsa-miR-34a-5p","RCN1"
"hsa-miR-34a-5p","S100A11"
"hsa-miR-34a-5p","SCNN1A"
"hsa-miR-34a-5p","SDC1"
"hsa-miR-34a-5p","SFN"
"hsa-miR-34a-5p","SLC9A1"
"hsa-miR-34a-5p","SLC9A3R1"
"hsa-miR-34a-5p","SMARCD1"
"hsa-miR-34a-5p","SOX6"
"hsa-miR-34a-5p","TAF1A"
"hsa-miR-34a-5p","TRIB3"
"hsa-miR-34a-5p","ZNF496"
"hsa-miR-34a-5p","ZNF764"
"hsa-miR-34b-5p","JAM3"
"hsa-miR-34b-5p","PELI2"
"hsa-miR-34b-5p","SNAI1"
"hsa-miR-34c-5p","ACVRL1"
"hsa-miR-34c-5p","ADCY5"
"hsa-miR-34c-5p","AXIN2"
"hsa-miR-34c-5p","BNC2"
"hsa-miR-34c-5p","CAMK4"
"hsa-miR-34c-5p","CR2"
"hsa-miR-34c-5p","F2RL2"
"hsa-miR-34c-5p","FOXP2"
"hsa-miR-34c-5p","GAS1"
"hsa-miR-34c-5p","GFRA1"
"hsa-miR-34c-5p","GRAP2"
"hsa-miR-34c-5p","GRM7"
"hsa-miR-34c-5p","IGFBP4"
"hsa-miR-34c-5p","LEF1"
"hsa-miR-34c-5p","MPPED2"
"hsa-miR-34c-5p","MYOZ3"
"hsa-miR-34c-5p","MYRIP"
"hsa-miR-34c-5p","NRXN2"
"hsa-miR-34c-5p","PDGFRB"
"hsa-miR-34c-5p","PKIA"
"hsa-miR-34c-5p","RELN"
"hsa-miR-34c-5p","SATB1"
"hsa-miR-34c-5p","SNAI1"
"hsa-miR-34c-5p","SYT9"
"hsa-miR-34c-5p","ZNF423"
"hsa-miR-3529-5p","SOX4"
"hsa-miR-3529-5p","TP53"
"hsa-miR-3605-5p","DDX3X"
"hsa-miR-3605-5p","MAPK1"
"hsa-miR-3605-5p","PIN1"
"hsa-miR-3605-5p","PPP2R5E"
"hsa-miR-3605-5p","TWIST1"
"hsa-miR-3607-5p","CD2AP"
"hsa-miR-3607-5p","FBXO28"
"hsa-miR-3607-5p","MAP2K2"
"hsa-miR-3607-5p","NUP98"
"hsa-miR-3607-5p","PBRM1"
"hsa-miR-3607-5p","PLEKHA1"
"hsa-miR-3607-5p","PPP2R5C"
"hsa-miR-3607-5p","PURB"
"hsa-miR-3607-5p","RAB7A"
"hsa-miR-3607-5p","RNF2"
"hsa-miR-3607-5p","RRN3"
"hsa-miR-3607-5p","TNPO3"
"hsa-miR-3607-5p","ZNF24"
"hsa-miR-3607-5p","ZNF585B"
"hsa-miR-361-5p","ACACA"
"hsa-miR-361-5p","AFAP1"
"hsa-miR-361-5p","ARHGEF12"
"hsa-miR-361-5p","ARL6IP1"
"hsa-miR-361-5p","CAST"
"hsa-miR-361-5p","CDH1"
"hsa-miR-361-5p","DAG1"
"hsa-miR-361-5p","ERBB3"
"hsa-miR-361-5p","FNBP1L"
"hsa-miR-361-5p","FRS2"
"hsa-miR-361-5p","GOLGA4"
"hsa-miR-361-5p","GPRASP1"
"hsa-miR-361-5p","GRK6"
"hsa-miR-361-5p","GSPT1"
"hsa-miR-361-5p","HMGCR"
"hsa-miR-361-5p","ITGB1"
"hsa-miR-361-5p","NCKAP1"
"hsa-miR-361-5p","NEBL"
"hsa-miR-361-5p","PTPRK"
"hsa-miR-361-5p","RNF11"
"hsa-miR-361-5p","SEMA4D"
"hsa-miR-361-5p","SLC35E1"
"hsa-miR-361-5p","SMAD2"
"hsa-miR-361-5p","SMARCC1"
"hsa-miR-361-5p","SMPD3"
"hsa-miR-361-5p","SSR1"
"hsa-miR-361-5p","TMBIM6"
"hsa-miR-361-5p","TPD52"
"hsa-miR-361-5p","TRAF1"
"hsa-miR-361-5p","WASL"
"hsa-miR-3613-5p","FOXP2"
"hsa-miR-3613-5p","HIVEP1"
"hsa-miR-3613-5p","KIF13A"
"hsa-miR-3613-5p","MAP3K3"
"hsa-miR-3613-5p","PHAX"
"hsa-miR-3613-5p","TLN1"
"hsa-miR-3613-5p","TNPO1"
"hsa-miR-3613-5p","ZFC3H1"
"hsa-miR-3614-5p","ADAP1"
"hsa-miR-3614-5p","AGTRAP"
"hsa-miR-3614-5p","DNAJA1"
"hsa-miR-3614-5p","EIF2AK2"
"hsa-miR-3614-5p","IL12B"
"hsa-miR-3614-5p","PRKCB"
"hsa-miR-3614-5p","SH3PXD2A"
"hsa-miR-3619-5p","INSIG1"
"hsa-miR-3619-5p","MXD4"
"hsa-miR-3619-5p","PSD"
"hsa-miR-362-5p","ABCF3"
"hsa-miR-362-5p","ACVR1"
"hsa-miR-362-5p","AFF1"
"hsa-miR-362-5p","AFF4"
"hsa-miR-362-5p","AHNAK"
"hsa-miR-362-5p","AKAP11"
"hsa-miR-362-5p","AP3B1"
"hsa-miR-362-5p","ARHGEF12"
"hsa-miR-362-5p","ARID1A"
"hsa-miR-362-5p","ASGR1"
"hsa-miR-362-5p","ATRX"
"hsa-miR-362-5p","ATXN1"
"hsa-miR-362-5p","BAZ2A"
"hsa-miR-362-5p","BAZ2B"
"hsa-miR-362-5p","BCLAF1"
"hsa-miR-362-5p","BMPR2"
"hsa-miR-362-5p","BNC2"
"hsa-miR-362-5p","CA12"
"hsa-miR-362-5p","CCNT1"
"hsa-miR-362-5p","CORO2B"
"hsa-miR-362-5p","CREB1"
"hsa-miR-362-5p","DAAM1"
"hsa-miR-362-5p","DDR2"
"hsa-miR-362-5p","DST"
"hsa-miR-362-5p","E2F1"
"hsa-miR-362-5p","EEA1"
"hsa-miR-362-5p","EFEMP1"
"hsa-miR-362-5p","ELK1"
"hsa-miR-362-5p","EPB41L3"
"hsa-miR-362-5p","ERBB4"
"hsa-miR-362-5p","FASTK"
"hsa-miR-362-5p","FBL"
"hsa-miR-362-5p","FBN1"
"hsa-miR-362-5p","FBXW11"
"hsa-miR-362-5p","GTF2A1"
"hsa-miR-362-5p","HECTD1"
"hsa-miR-362-5p","HEXIM1"
"hsa-miR-362-5p","HIPK3"
"hsa-miR-362-5p","HIVEP1"
"hsa-miR-362-5p","HMGCR"
"hsa-miR-362-5p","IL6ST"
"hsa-miR-362-5p","INHBA"
"hsa-miR-362-5p","IQGAP1"
"hsa-miR-362-5p","ITGA2"
"hsa-miR-362-5p","ITPR1"
"hsa-miR-362-5p","KIF13A"
"hsa-miR-362-5p","KLF12"
"hsa-miR-362-5p","LATS1"
"hsa-miR-362-5p","LNPEP"
"hsa-miR-362-5p","LRP1"
"hsa-miR-362-5p","MAPK6"
"hsa-miR-362-5p","MED13"
"hsa-miR-362-5p","MYO5A"
"hsa-miR-362-5p","NDUFS2"
"hsa-miR-362-5p","NFE2L2"
"hsa-miR-362-5p","NOTCH2NL"
"hsa-miR-362-5p","NR3C1"
"hsa-miR-362-5p","NRXN3"
"hsa-miR-362-5p","NUMBL"
"hsa-miR-362-5p","PAPPA"
"hsa-miR-362-5p","PARD3B"
"hsa-miR-362-5p","PDE4D"
"hsa-miR-362-5p","PDE5A"
"hsa-miR-362-5p","PELP1"
"hsa-miR-362-5p","PIK3R1"
"hsa-miR-362-5p","PLAT"
"hsa-miR-362-5p","PMEPA1"
"hsa-miR-362-5p","POLR2A"
"hsa-miR-362-5p","POLR2H"
"hsa-miR-362-5p","PPP1R12A"
"hsa-miR-362-5p","PRDM1"
"hsa-miR-362-5p","PRKAR1A"
"hsa-miR-362-5p","PRKAR2A"
"hsa-miR-362-5p","PRKX"
"hsa-miR-362-5p","PROX1"
"hsa-miR-362-5p","PRSS23"
"hsa-miR-362-5p","PTGFRN"
"hsa-miR-362-5p","PTPRG"
"hsa-miR-362-5p","PURA"
"hsa-miR-362-5p","RAD50"
"hsa-miR-362-5p","RAD54L2"
"hsa-miR-362-5p","RAPGEF6"
"hsa-miR-362-5p","REST"
"hsa-miR-362-5p","RPS21"
"hsa-miR-362-5p","RREB1"
"hsa-miR-362-5p","RUNX1"
"hsa-miR-362-5p","SERPINE1"
"hsa-miR-362-5p","SKIL"
"hsa-miR-362-5p","SLIT2"
"hsa-miR-362-5p","SLIT3"
"hsa-miR-362-5p","SMAD7"
"hsa-miR-362-5p","STRN3"
"hsa-miR-362-5p","TAOK1"
"hsa-miR-362-5p","TEAD1"
"hsa-miR-362-5p","TGFBR1"
"hsa-miR-362-5p","TNIK"
"hsa-miR-362-5p","TNPO1"
"hsa-miR-362-5p","TP53BP1"
"hsa-miR-362-5p","TRERF1"
"hsa-miR-362-5p","TRIM11"
"hsa-miR-362-5p","TRIM32"
"hsa-miR-362-5p","USF2"
"hsa-miR-362-5p","VCL"
"hsa-miR-362-5p","WIPF2"
"hsa-miR-362-5p","ZBTB1"
"hsa-miR-362-5p","ZMYM2"
"hsa-miR-3620-5p","LIMA1"
"hsa-miR-3622a-5p","CTSS"
"hsa-miR-363-5p","ADM"
"hsa-miR-363-5p","CD226"
"hsa-miR-363-5p","COL5A1"
"hsa-miR-363-5p","CSTF2"
"hsa-miR-363-5p","DNMT3A"
"hsa-miR-363-5p","FASLG"
"hsa-miR-363-5p","FNBP4"
"hsa-miR-363-5p","GLUL"
"hsa-miR-363-5p","GNG4"
"hsa-miR-363-5p","HNRNPU"
"hsa-miR-363-5p","MCM6"
"hsa-miR-363-5p","MSH2"
"hsa-miR-363-5p","MYH9"
"hsa-miR-363-5p","NFIA"
"hsa-miR-363-5p","PACSIN1"
"hsa-miR-363-5p","PCNA"
"hsa-miR-363-5p","PMEPA1"
"hsa-miR-363-5p","PNO1"
"hsa-miR-363-5p","PPP6C"
"hsa-miR-363-5p","PRDX3"
"hsa-miR-363-5p","PRKAR2B"
"hsa-miR-363-5p","PTCD3"
"hsa-miR-363-5p","RNF10"
"hsa-miR-363-5p","SIRPA"
"hsa-miR-363-5p","STK39"
"hsa-miR-363-5p","TARDBP"
"hsa-miR-363-5p","TCHP"
"hsa-miR-363-5p","TOP1"
"hsa-miR-363-5p","TRIM33"
"hsa-miR-363-5p","VEGFA"
"hsa-miR-363-5p","ZNF107"
"hsa-miR-3646","PDE4D"
"hsa-miR-3651","OLA1"
"hsa-miR-3652","ABL2"
"hsa-miR-3652","ANG"
"hsa-miR-3652","FANCC"
"hsa-miR-3652","FHL2"
"hsa-miR-3652","ILK"
"hsa-miR-3652","MKI67"
"hsa-miR-3652","NARS"
"hsa-miR-3652","OLA1"
"hsa-miR-3652","PTCD3"
"hsa-miR-3652","RAB10"
"hsa-miR-3652","TOMM70A"
"hsa-miR-3652","XPO5"
"hsa-miR-365a-5p","ANKRD11"
"hsa-miR-365a-5p","BCL2"
"hsa-miR-365a-5p","DCP2"
"hsa-miR-365a-5p","GABBR1"
"hsa-miR-365a-5p","HNRNPM"
"hsa-miR-365a-5p","LENG8"
"hsa-miR-365a-5p","LUC7L2"
"hsa-miR-365a-5p","PMAIP1"
"hsa-miR-365a-5p","PSIP1"
"hsa-miR-365a-5p","RNF138"
"hsa-miR-365a-5p","SETD1B"
"hsa-miR-365a-5p","TASP1"
"hsa-miR-365a-5p","TFDP1"
"hsa-miR-365b-5p","ANKRD11"
"hsa-miR-365b-5p","BCL2"
"hsa-miR-365b-5p","DCP2"
"hsa-miR-365b-5p","LUC7L2"
"hsa-miR-365b-5p","TASP1"
"hsa-miR-365b-5p","TFDP1"
"hsa-miR-3662","BIRC5"
"hsa-miR-3662","EIF6"
"hsa-miR-3662","MYOCD"
"hsa-miR-3662","RANBP1"
"hsa-miR-3664-5p","CRIPT"
"hsa-miR-3664-5p","CRKL"
"hsa-miR-3664-5p","EIF3H"
"hsa-miR-3664-5p","GMCL1"
"hsa-miR-3664-5p","GNAS"
"hsa-miR-3664-5p","HLTF"
"hsa-miR-3664-5p","KLHL23"
"hsa-miR-3664-5p","MCM10"
"hsa-miR-3664-5p","OLA1"
"hsa-miR-3664-5p","PCSK7"
"hsa-miR-3664-5p","PNO1"
"hsa-miR-3664-5p","TNPO3"
"hsa-miR-3664-5p","UBE2N"
"hsa-miR-3664-5p","YTHDC1"
"hsa-miR-3667-5p","ALDOA"
"hsa-miR-3667-5p","CD244"
"hsa-miR-3667-5p","PRKCB"
"hsa-miR-3667-5p","SSTR3"
"hsa-miR-3681-5p","ADAMTS10"
"hsa-miR-3681-5p","CAPZA1"
"hsa-miR-3681-5p","DLGAP3"
"hsa-miR-3681-5p","DPYSL5"
"hsa-miR-3681-5p","MPRIP"
"hsa-miR-3681-5p","NEBL"
"hsa-miR-3681-5p","P2RY2"
"hsa-miR-3681-5p","POU2F3"
"hsa-miR-3681-5p","PVRL4"
"hsa-miR-3681-5p","SNAP25"
"hsa-miR-3681-5p","SOD2"
"hsa-miR-3681-5p","WASL"
"hsa-miR-3689b-5p","PLEKHA1"
"hsa-miR-3689b-5p","SNRPD3"
"hsa-miR-369-5p","ACTC1"
"hsa-miR-369-5p","ADAM12"
"hsa-miR-369-5p","ADCY5"
"hsa-miR-369-5p","ANTXR2"
"hsa-miR-369-5p","APBB2"
"hsa-miR-369-5p","AVPR1A"
"hsa-miR-369-5p","BMPER"
"hsa-miR-369-5p","BNC2"
"hsa-miR-369-5p","CACNA1C"
"hsa-miR-369-5p","CADPS"
"hsa-miR-369-5p","CNOT7"
"hsa-miR-369-5p","DUSP1"
"hsa-miR-369-5p","EBF1"
"hsa-miR-369-5p","ECE1"
"hsa-miR-369-5p","ETV6"
"hsa-miR-369-5p","EYA1"
